id,lat,lon
7821,38.708841,-76.887343
7822,38.709211,-76.886131
7823,38.709018,-76.884646
7824,38.708939,-76.883117
7825,38.709069,-76.881550
7826,38.709204,-76.880420
7827,38.709162,-76.878954
7828,38.709238,-76.877369
7829,38.708850,-76.876124
7830,38.709163,-76.874401
7831,38.709050,-76.873004
7832,38.708804,-76.871737
7833,38.709171,-76.870076
7834,38.708951,-76.869035
7835,38.708801,-76.867676
7836,38.708733,-76.866150
7837,38.709215,-76.864598
7838,38.709002,-76.863156
7839,38.708765,-76.861734
7840,38.709212,-76.860402
7841,38.709032,-76.858845
7842,38.709223,-76.857599
7843,38.708786,-76.855849
7844,38.709130,-76.854830
7845,38.709153,-76.853235
7846,38.709152,-76.851544
7847,38.709014,-76.850511
7848,38.709205,-76.849033
7849,38.709017,-76.847413
7850,38.709237,-76.845829
7851,38.708997,-76.844620
7852,38.709025,-76.843284
7853,38.708821,-76.841635
7854,38.709103,-76.840420
7855,38.708994,-76.839101
7856,38.709065,-76.837556
7857,38.708736,-76.835878
7858,38.709129,-76.834361
7859,38.709139,-76.833389
7860,38.708860,-76.831907
7861,38.709227,-76.830285
7862,38.709166,-76.828740
7863,38.709028,-76.827740
7864,38.708739,-76.825901
7865,38.708794,-76.824832
7866,38.709116,-76.823014
7867,38.709196,-76.822088
7868,38.708786,-76.820346
7869,38.709145,-76.818834
7870,38.709036,-76.817626
7871,38.708715,-76.816226
7872,38.708974,-76.814600
7873,38.709120,-76.813438
7874,38.709050,-76.812010
7875,38.708704,-76.810460
7876,38.708969,-76.809151
7877,38.709040,-76.807793
7878,38.709253,-76.806338
7879,38.708729,-76.804909
7880,38.708788,-76.803451
7881,38.708768,-76.801752
7882,38.709100,-76.800456
7883,38.708967,-76.798917
7884,38.708732,-76.797522
7885,38.709126,-76.796391
7886,38.708765,-76.794787
7887,38.708775,-76.793488
7888,38.708770,-76.791754
7889,38.708956,-76.790328
7890,38.709078,-76.788787
7891,38.709134,-76.787358
7892,38.708814,-76.786108
7893,38.709117,-76.785017
7894,38.709027,-76.783367
7895,38.708893,-76.781882
7896,38.709078,-76.780502
7897,38.709201,-76.778874
7898,38.709144,-76.777852
7899,38.709137,-76.776325
7900,38.710184,-77.225348
7901,38.710577,-77.223695
7902,38.710483,-77.222579
7903,38.710319,-77.221229
7904,38.710506,-77.219248
7905,38.710212,-77.218219
7906,38.710200,-77.216479
7907,38.710464,-77.215132
7908,38.710336,-77.213555
7909,38.710538,-77.212202
7910,38.710164,-77.210832
7911,38.710500,-77.209371
7912,38.710249,-77.208024
7913,38.710467,-77.206906
7914,38.710523,-77.205271
7915,38.710136,-77.204073
7916,38.710679,-77.202635
7917,38.710284,-77.201036
7918,38.710331,-77.199666
7919,38.710336,-77.198251
7920,38.710653,-77.196880
7921,38.710142,-77.195038
7922,38.710633,-77.193706
7923,38.710141,-77.192160
7924,38.710657,-77.191058
7925,38.710333,-77.189781
7926,38.710258,-77.188166
7927,38.710161,-77.186681
7928,38.710162,-77.185187
7929,38.710676,-77.183926
7930,38.710618,-77.182733
7931,38.710257,-77.181248
7932,38.710287,-77.179524
7933,38.710640,-77.178274
7934,38.710275,-77.176551
7935,38.710599,-77.175228
7936,38.710493,-77.174067
7937,38.710532,-77.172605
7938,38.710269,-77.171271
7939,38.710478,-77.169399
7940,38.710358,-77.168208
7941,38.710648,-77.166701
7942,38.710337,-77.165131
7943,38.710302,-77.164178
7944,38.710379,-77.162403
7945,38.710696,-77.161152
7946,38.710369,-77.159840
7947,38.710267,-77.158239
7948,38.710187,-77.156610
7949,38.710270,-77.155414
7950,38.710190,-77.153920
7951,38.710565,-77.152356
7952,38.710420,-77.151363
7953,38.710142,-77.149440
7954,38.710578,-77.148219
7955,38.710184,-77.146882
7956,38.710562,-77.145632
7957,38.710219,-77.143964
7958,38.710437,-77.142538
7959,38.710590,-77.141025
7960,38.710382,-77.139897
7961,38.710144,-77.138146
7962,38.710682,-77.136729
7963,38.710391,-77.135594
7964,38.710151,-77.134022
7965,38.710267,-77.132591
7966,38.710257,-77.131383
7967,38.710154,-77.129507
7968,38.710332,-77.128275
7969,38.710284,-77.126981
7970,38.710583,-77.125627
7971,38.710528,-77.124287
7972,38.710449,-77.122772
7973,38.710430,-77.121149
7974,38.710329,-77.119782
7975,38.710371,-77.118455
7976,38.710144,-77.117105
7977,38.710130,-77.115635
7978,38.710509,-77.113826
7979,38.710241,-77.112668
7980,38.710596,-77.110948
7981,38.710377,-77.109902
7982,38.710376,-77.108397
7983,38.710596,-77.107151
7984,38.710460,-77.105471
7985,38.710600,-77.103946
7986,38.710397,-77.102901
7987,38.710685,-77.101264
7988,38.710369,-77.099891
7989,38.710315,-77.098307
7990,38.710557,-77.096764
7991,38.710155,-77.095456
7992,38.710507,-77.094296
7993,38.710270,-77.092930
7994,38.710500,-77.091182
7995,38.710437,-77.089553
7996,38.710165,-77.088257
7997,38.710558,-77.086750
7998,38.710486,-77.085660
7999,38.710128,-77.084246
8000,38.710695,-77.082925
8001,38.710574,-77.081513
8002,38.710475,-77.079826
8003,38.710587,-77.078517
8004,38.710600,-77.076792
8005,38.710656,-77.075610
8006,38.710472,-77.073846
8007,38.710491,-77.072615
8008,38.710240,-77.071222
8009,38.710517,-77.069669
8010,38.710345,-77.068391
8011,38.710293,-77.067048
8012,38.710344,-77.065800
8013,38.710250,-77.064268
8014,38.710155,-77.062732
8015,38.710278,-77.061448
8016,38.710226,-77.059971
8017,38.710231,-77.058309
8018,38.710678,-77.056922
8019,38.710466,-77.055546
8020,38.710647,-77.053885
8021,38.710381,-77.053019
8022,38.710532,-77.051083
8023,38.710221,-77.049931
8024,38.710690,-77.048375
8025,38.710142,-77.047059
8026,38.710421,-77.045433
8027,38.710435,-77.044377
8028,38.710177,-77.043018
8029,38.710217,-77.041245
8030,38.710142,-77.039740
8031,38.710485,-77.038719
8032,38.710657,-77.036813
8033,38.710665,-77.035466
8034,38.710261,-77.034106
8035,38.710555,-77.032745
8036,38.710466,-77.031141
8037,38.710571,-77.029964
8038,38.710210,-77.028731
8039,38.710683,-77.026820
8040,38.710543,-77.025637
8041,38.710483,-77.023968
8042,38.710656,-77.022803
8043,38.710591,-77.021182
8044,38.710680,-77.019713
8045,38.710636,-77.018643
8046,38.710205,-77.016959
8047,38.710384,-77.015463
8048,38.710330,-77.014247
8049,38.710655,-77.012789
8050,38.710378,-77.011400
8051,38.710376,-77.010257
8052,38.710225,-77.008375
8053,38.710275,-77.007386
8054,38.710397,-77.005717
8055,38.710180,-77.004081
8056,38.710607,-77.002919
8057,38.710175,-77.001371
8058,38.710179,-76.999916
8059,38.710174,-76.998770
8060,38.710635,-76.997050
8061,38.710463,-76.995557
8062,38.710469,-76.994342
8063,38.710642,-76.993072
8064,38.710541,-76.991509
8065,38.710664,-76.989925
8066,38.710610,-76.988502
8067,38.710155,-76.987431
8068,38.710329,-76.985624
8069,38.710274,-76.984154
8070,38.710577,-76.982938
8071,38.710329,-76.981729
8072,38.710640,-76.979962
8073,38.710228,-76.978741
8074,38.710636,-76.977084
8075,38.710445,-76.975862
8076,38.710342,-76.974566
8077,38.710657,-76.972870
8078,38.710616,-76.971400
8079,38.710492,-76.970246
8080,38.710492,-76.968420
8081,38.710655,-76.967099
8082,38.710288,-76.965726
8083,38.710345,-76.964506
8084,38.710278,-76.962874
8085,38.710141,-76.961539
8086,38.710305,-76.960335
8087,38.710133,-76.958627
8088,38.710185,-76.957440
8089,38.710686,-76.955893
8090,38.710560,-76.954199
8091,38.710358,-76.952935
8092,38.710198,-76.951532
8093,38.710454,-76.949943
8094,38.710253,-76.948663
8095,38.710430,-76.947256
8096,38.710477,-76.945615
8097,38.710205,-76.944544
8098,38.710400,-76.942701
8099,38.710556,-76.941587
8100,38.710455,-76.940173
8101,38.710482,-76.938953
8102,38.710298,-76.937442
8103,38.710600,-76.935804
8104,38.710558,-76.934300
8105,38.710331,-76.932857
8106,38.710469,-76.931398
8107,38.710696,-76.929939
8108,38.710534,-76.928950
8109,38.710248,-76.927175
8110,38.710637,-76.925965
8111,38.710686,-76.924710
8112,38.710272,-76.922992
8113,38.710180,-76.921694
8114,38.710600,-76.920446
8115,38.710221,-76.918516
8116,38.710285,-76.917435
8117,38.710209,-76.916111
8118,38.710182,-76.914575
8119,38.710145,-76.913221
8120,38.710291,-76.911889
8121,38.710450,-76.910251
8122,38.710163,-76.908624
8123,38.710403,-76.907109
8124,38.710553,-76.905763
8125,38.710199,-76.904631
8126,38.710433,-76.902923
8127,38.710486,-76.901616
8128,38.710672,-76.900086
8129,38.710621,-76.898813
8130,38.710441,-76.897596
8131,38.710172,-76.896071
8132,38.710421,-76.894232
8133,38.710575,-76.892896
8134,38.710482,-76.891425
8135,38.710484,-76.889983
8136,38.710438,-76.888746
8137,38.710434,-76.887214
8138,38.710269,-76.885691
8139,38.710352,-76.884469
8140,38.710378,-76.882866
8141,38.710344,-76.881792
8142,38.710635,-76.880494
8143,38.710321,-76.878971
8144,38.710305,-76.877318
8145,38.710190,-76.875919
8146,38.710538,-76.874456
8147,38.710160,-76.873026
8148,38.710399,-76.871786
8149,38.710524,-76.870349
8150,38.710523,-76.868941
8151,38.710167,-76.867671
8152,38.710516,-76.866255
8153,38.710601,-76.864558
8154,38.710566,-76.862979
8155,38.710245,-76.861835
8156,38.710361,-76.860184
8157,38.710198,-76.858870
8158,38.710275,-76.857525
8159,38.710158,-76.856035
8160,38.710155,-76.854548
8161,38.710498,-76.853289
8162,38.710204,-76.851733
8163,38.710458,-76.850508
8164,38.710294,-76.848970
8165,38.710340,-76.847266
8166,38.710574,-76.845911
8167,38.710444,-76.844660
8168,38.710410,-76.843454
8169,38.710577,-76.841908
8170,38.710135,-76.840181
8171,38.710304,-76.838965
8172,38.710334,-76.837350
8173,38.710320,-76.835846
8174,38.710452,-76.834484
8175,38.710302,-76.833323
8176,38.710252,-76.831633
8177,38.710586,-76.830637
8178,38.710201,-76.828739
8179,38.710337,-76.827347
8180,38.710626,-76.825930
8181,38.710614,-76.824846
8182,38.710365,-76.823127
8183,38.710157,-76.821875
8184,38.710317,-76.820328
8185,38.710257,-76.819219
8186,38.710523,-76.817439
8187,38.710218,-76.816292
8188,38.710226,-76.814806
8189,38.710676,-76.813093
8190,38.710371,-76.811620
8191,38.710522,-76.810427
8192,38.710355,-76.808836
8193,38.710476,-76.807623
8194,38.710186,-76.806319
8195,38.710531,-76.804938
8196,38.710339,-76.803015
8197,38.710414,-76.801599
8198,38.710431,-76.800424
8199,38.710348,-76.799259
8200,38.710560,-76.797309
8201,38.710135,-76.796171
8202,38.710421,-76.794791
8203,38.710532,-76.793026
8204,38.710199,-76.791667
8205,38.710225,-76.790401
8206,38.710664,-76.789061
8207,38.710575,-76.787881
8208,38.710584,-76.786209
8209,38.710693,-76.784805
8210,38.710277,-76.783519
8211,38.710590,-76.782144
8212,38.710543,-76.780237
8213,38.710157,-76.779035
8214,38.710257,-76.777478
8215,38.710400,-76.776355
8216,38.711749,-77.225175
8217,38.711772,-77.223656
8218,38.711579,-77.222343
8219,38.712107,-77.220872
8220,38.711762,-77.219657
8221,38.711845,-77.218206
8222,38.711622,-77.216640
8223,38.711980,-77.215245
8224,38.712053,-77.213900
8225,38.711981,-77.212139
8226,38.711579,-77.210870
8227,38.711797,-77.209656
8228,38.711762,-77.208033
8229,38.711745,-77.206896
8230,38.711664,-77.205052
8231,38.711616,-77.203590
8232,38.711640,-77.202296
8233,38.711807,-77.200838
8234,38.711903,-77.199432
8235,38.712109,-77.198037
8236,38.711906,-77.196536
8237,38.711600,-77.195325
8238,38.711993,-77.193714
8239,38.711691,-77.192557
8240,38.711918,-77.190876
8241,38.711831,-77.189856
8242,38.712047,-77.188131
8243,38.711768,-77.186926
8244,38.711594,-77.185326
8245,38.711959,-77.183798
8246,38.711587,-77.182263
8247,38.711898,-77.181100
8248,38.711693,-77.179871
8249,38.711740,-77.178107
8250,38.711571,-77.176697
8251,38.712004,-77.175488
8252,38.711962,-77.173906
8253,38.711635,-77.172412
8254,38.711683,-77.170859
8255,38.712054,-77.169910
8256,38.712041,-77.167999
8257,38.712001,-77.166644
8258,38.711846,-77.165233
8259,38.711778,-77.163944
8260,38.711715,-77.162273
8261,38.712032,-77.161167
8262,38.711650,-77.159794
8263,38.712075,-77.157968
8264,38.711701,-77.156844
8265,38.712023,-77.155542
8266,38.711857,-77.154030
8267,38.711590,-77.152467
8268,38.711676,-77.150984
8269,38.711867,-77.149951
8270,38.711943,-77.148104
8271,38.712008,-77.146727
8272,38.711689,-77.145344
8273,38.711636,-77.143998
8274,38.711838,-77.142456
8275,38.712050,-77.140988
8276,38.712010,-77.139658
8277,38.711795,-77.138222
8278,38.711845,-77.137042
8279,38.712058,-77.135312
8280,38.711587,-77.133714
8281,38.711731,-77.132524
8282,38.711628,-77.131156
8283,38.711708,-77.129747
8284,38.711630,-77.128363
8285,38.711573,-77.127101
8286,38.711968,-77.125386
8287,38.711978,-77.124084
8288,38.711696,-77.122723
8289,38.712068,-77.120976
8290,38.711922,-77.119687
8291,38.711645,-77.118465
8292,38.711876,-77.117115
8293,38.712108,-77.115187
8294,38.711928,-77.114038
8295,38.711776,-77.112432
8296,38.712090,-77.111149
8297,38.712113,-77.109752
8298,38.711846,-77.108593
8299,38.711882,-77.106669
8300,38.711648,-77.105701
8301,38.712017,-77.104336
8302,38.711683,-77.102412
8303,38.711561,-77.101100
8304,38.711772,-77.099821
8305,38.711617,-77.098124
8306,38.711842,-77.096857
8307,38.711935,-77.095474
8308,38.712009,-77.094092
8309,38.711772,-77.092935
8310,38.711600,-77.091347
8311,38.711765,-77.089636
8312,38.711717,-77.088142
8313,38.711686,-77.086924
8314,38.712082,-77.085443
8315,38.711918,-77.084340
8316,38.711843,-77.082936
8317,38.711827,-77.081297
8318,38.711980,-77.079624
8319,38.711918,-77.078575
8320,38.711728,-77.076767
8321,38.711888,-77.075361
8322,38.712003,-77.074390
8323,38.711665,-77.072544
8324,38.711562,-77.071083
8325,38.711783,-77.070029
8326,38.711763,-77.068243
8327,38.712090,-77.066739
8328,38.711888,-77.065608
8329,38.711595,-77.064420
8330,38.711945,-77.062757
8331,38.712107,-77.061199
8332,38.711793,-77.060103
8333,38.711559,-77.058361
8334,38.712074,-77.057134
8335,38.711601,-77.055827
8336,38.712031,-77.053887
8337,38.711680,-77.052867
8338,38.712013,-77.051293
8339,38.711609,-77.049827
8340,38.712078,-77.048414
8341,38.711992,-77.047058
8342,38.711850,-77.045892
8343,38.711993,-77.044041
8344,38.711797,-77.042737
8345,38.711720,-77.041544
8346,38.711857,-77.039875
8347,38.711907,-77.038682
8348,38.711898,-77.036900
8349,38.711853,-77.035614
8350,38.711870,-77.034200
8351,38.711914,-77.033004
8352,38.711854,-77.031257
8353,38.711917,-77.029774
8354,38.711593,-77.028777
8355,38.712010,-77.027125
8356,38.711759,-77.025462
8357,38.711877,-77.024007
8358,38.711565,-77.022754
8359,38.711624,-77.021129
8360,38.711628,-77.019739
8361,38.711988,-77.018612
8362,38.712036,-77.017031
8363,38.711881,-77.015491
8364,38.711659,-77.014531
8365,38.712110,-77.012799
8366,38.711555,-77.011151
8367,38.712064,-77.010053
8368,38.711631,-77.008796
8369,38.711815,-77.007221
8370,38.711731,-77.005441
8371,38.711815,-77.004301
8372,38.711955,-77.002753
8373,38.711631,-77.001541
8374,38.711895,-76.999838
8375,38.711607,-76.998476
8376,38.712028,-76.997120
8377,38.711712,-76.995662
8378,38.711890,-76.994047
8379,38.711801,-76.993057
8380,38.711632,-76.991195
8381,38.711743,-76.989972
8382,38.711808,-76.988419
8383,38.712055,-76.986935
8384,38.711703,-76.985613
8385,38.711704,-76.984530
8386,38.712022,-76.982982
8387,38.711719,-76.981477
8388,38.712028,-76.980147
8389,38.711997,-76.978831
8390,38.712034,-76.977397
8391,38.712034,-76.975843
8392,38.712026,-76.974222
8393,38.711562,-76.972782
8394,38.711588,-76.971548
8395,38.712080,-76.969838
8396,38.711786,-76.968383
8397,38.711814,-76.967379
8398,38.711630,-76.965590
8399,38.711820,-76.964547
8400,38.711645,-76.962903
8401,38.711739,-76.961386
8402,38.712001,-76.960369
8403,38.711603,-76.958650
8404,38.712091,-76.957055
8405,38.711656,-76.955703
8406,38.711961,-76.954533
8407,38.711630,-76.953005
8408,38.711774,-76.951286
8409,38.712079,-76.949940
8410,38.711765,-76.948693
8411,38.711586,-76.947342
8412,38.711873,-76.945719
8413,38.712093,-76.944639
8414,38.711880,-76.942710
8415,38.711900,-76.941359
8416,38.712057,-76.940353
8417,38.712017,-76.938940
8418,38.711658,-76.937518
8419,38.712054,-76.935715
8420,38.711682,-76.934247
8421,38.712005,-76.933257
8422,38.711877,-76.931748
8423,38.711571,-76.930396
8424,38.711797,-76.928832
8425,38.711560,-76.927040
8426,38.711698,-76.925761
8427,38.712115,-76.924685
8428,38.711840,-76.922862
8429,38.711872,-76.921697
8430,38.711719,-76.919996
8431,38.711632,-76.918709
8432,38.711819,-76.917269
8433,38.711879,-76.915689
8434,38.711787,-76.914682
8435,38.711699,-76.912786
8436,38.711989,-76.911670
8437,38.711970,-76.909933
8438,38.712004,-76.908761
8439,38.711633,-76.907359
8440,38.712011,-76.905741
8441,38.711599,-76.904264
8442,38.711966,-76.903312
8443,38.711699,-76.901901
8444,38.711753,-76.900182
8445,38.711900,-76.898950
8446,38.711657,-76.897384
8447,38.711721,-76.895672
8448,38.711999,-76.894385
8449,38.711802,-76.893076
8450,38.712055,-76.891811
8451,38.712049,-76.890437
8452,38.711854,-76.888867
8453,38.711708,-76.887361
8454,38.711574,-76.886002
8455,38.711663,-76.884509
8456,38.712116,-76.882828
8457,38.712060,-76.881440
8458,38.711839,-76.880233
8459,38.712104,-76.878938
8460,38.711682,-76.877169
8461,38.712007,-76.875909
8462,38.712037,-76.874612
8463,38.711631,-76.873391
8464,38.711742,-76.871738
8465,38.711805,-76.870409
8466,38.711581,-76.868936
8467,38.711906,-76.867515
8468,38.711760,-76.866064
8469,38.711670,-76.864761
8470,38.712022,-76.863101
8471,38.711860,-76.861824
8472,38.711989,-76.860527
8473,38.711833,-76.858764
8474,38.711969,-76.857358
8475,38.711894,-76.855805
8476,38.711609,-76.854839
8477,38.711609,-76.853017
8478,38.712089,-76.851982
8479,38.712114,-76.850599
8480,38.711739,-76.849016
8481,38.712089,-76.847370
8482,38.711583,-76.845933
8483,38.711648,-76.844895
8484,38.711961,-76.843271
8485,38.711685,-76.841591
8486,38.712084,-76.840233
8487,38.711599,-76.839105
8488,38.711552,-76.837734
8489,38.711629,-76.836106
8490,38.711731,-76.834477
8491,38.711875,-76.833007
8492,38.711586,-76.831989
8493,38.711790,-76.830190
8494,38.712076,-76.829183
8495,38.711615,-76.827680
8496,38.711962,-76.826273
8497,38.712053,-76.824400
8498,38.711925,-76.823135
8499,38.711700,-76.821739
8500,38.711904,-76.820657
8501,38.711713,-76.818705
8502,38.711833,-76.817388
8503,38.711954,-76.815917
8504,38.711816,-76.814659
8505,38.712083,-76.813144
8506,38.711888,-76.811913
8507,38.711568,-76.810565
8508,38.711980,-76.809234
8509,38.711558,-76.807622
8510,38.712098,-76.806066
8511,38.712105,-76.804554
8512,38.711559,-76.803176
8513,38.711882,-76.802142
8514,38.711751,-76.800184
8515,38.712053,-76.799049
8516,38.711841,-76.797469
8517,38.711986,-76.796405
8518,38.711862,-76.794659
8519,38.712071,-76.793046
8520,38.712117,-76.791974
8521,38.711903,-76.790232
8522,38.712099,-76.789110
8523,38.711985,-76.787750
8524,38.711765,-76.786140
8525,38.711636,-76.784832
8526,38.711592,-76.783579
8527,38.712102,-76.781863
8528,38.711881,-76.780395
8529,38.711779,-76.779092
8530,38.712073,-76.777441
8531,38.711586,-76.776174
8532,38.713386,-77.225238
8533,38.713003,-77.223688
8534,38.713115,-77.222386
8535,38.713130,-77.220846
8536,38.713386,-77.219263
8537,38.713355,-77.218058
8538,38.713142,-77.216626
8539,38.713527,-77.215318
8540,38.713106,-77.214105
8541,38.713257,-77.212466
8542,38.713461,-77.211166
8543,38.713165,-77.209706
8544,38.713338,-77.207932
8545,38.713019,-77.206858
8546,38.713194,-77.205408
8547,38.713490,-77.204023
8548,38.713038,-77.202396
8549,38.713082,-77.201242
8550,38.713084,-77.199312
8551,38.713378,-77.198341
8552,38.713428,-77.196825
8553,38.713466,-77.195536
8554,38.713398,-77.194132
8555,38.713000,-77.192214
8556,38.713218,-77.190913
8557,38.713181,-77.189870
8558,38.713413,-77.188139
8559,38.713498,-77.186731
8560,38.713116,-77.185511
8561,38.713492,-77.184121
8562,38.713201,-77.182621
8563,38.713055,-77.180792
8564,38.713138,-77.179508
8565,38.713524,-77.177943
8566,38.713238,-77.176614
8567,38.713545,-77.175301
8568,38.713537,-77.173936
8569,38.713466,-77.172277
8570,38.713028,-77.171004
8571,38.713316,-77.169675
8572,38.713073,-77.168465
8573,38.713521,-77.166929
8574,38.713360,-77.165137
8575,38.713432,-77.163710
8576,38.713058,-77.162578
8577,38.713274,-77.161320
8578,38.713241,-77.159674
8579,38.712992,-77.158173
8580,38.712978,-77.156834
8581,38.713029,-77.155466
8582,38.713070,-77.153830
8583,38.713292,-77.152708
8584,38.713224,-77.150840
8585,38.713034,-77.149507
8586,38.713391,-77.148437
8587,38.713179,-77.146590
8588,38.713426,-77.145386
8589,38.713496,-77.143846
8590,38.713369,-77.142510
8591,38.713225,-77.140967
8592,38.713264,-77.139861
8593,38.713189,-77.138243
8594,38.713024,-77.136795
8595,38.713156,-77.135278
8596,38.713371,-77.134012
8597,38.713379,-77.132801
8598,38.713295,-77.131404
8599,38.713006,-77.129438
8600,38.713171,-77.128443
8601,38.713283,-77.126692
8602,38.713322,-77.125604
8603,38.713290,-77.124087
8604,38.713515,-77.122586
8605,38.713309,-77.120938
8606,38.713436,-77.119868
8607,38.713526,-77.118422
8608,38.713008,-77.117119
8609,38.713271,-77.115653
8610,38.713407,-77.114231
8611,38.713008,-77.112583
8612,38.713328,-77.111166
8613,38.713334,-77.109569
8614,38.713108,-77.108244
8615,38.713066,-77.107052
8616,38.713136,-77.105492
8617,38.713136,-77.104224
8618,38.713053,-77.102492
8619,38.713277,-77.101431
8620,38.713218,-77.099525
8621,38.713183,-77.098299
8622,38.713089,-77.097212
8623,38.713050,-77.095434
8624,38.712985,-77.094346
8625,38.713096,-77.092912
8626,38.713512,-77.091119
8627,38.713102,-77.090015
8628,38.713386,-77.088381
8629,38.713462,-77.087167
8630,38.713477,-77.085675
8631,38.713387,-77.084365
8632,38.713420,-77.082888
8633,38.713031,-77.081346
8634,38.713004,-77.079967
8635,38.713090,-77.078297
8636,38.713448,-77.077064
8637,38.713430,-77.075704
8638,38.713450,-77.074149
8639,38.713180,-77.072469
8640,38.713032,-77.071253
8641,38.713053,-77.070093
8642,38.712991,-77.068616
8643,38.713319,-77.067045
8644,38.713481,-77.065466
8645,38.713401,-77.064164
8646,38.713193,-77.062659
8647,38.713468,-77.061490
8648,38.713405,-77.059852
8649,38.713046,-77.058282
8650,38.713128,-77.056824
8651,38.713401,-77.055410
8652,38.713016,-77.054232
8653,38.713070,-77.052704
8654,38.713435,-77.051486
8655,38.713045,-77.049899
8656,38.713263,-77.048542
8657,38.713295,-77.047116
8658,38.713457,-77.045421
8659,38.713495,-77.044212
8660,38.713407,-77.042541
8661,38.713196,-77.041225
8662,38.713508,-77.040150
8663,38.713270,-77.038548
8664,38.713184,-77.037175
8665,38.713141,-77.035487
8666,38.713123,-77.034122
8667,38.713229,-77.032825
8668,38.713536,-77.031255
8669,38.713322,-77.030113
8670,38.713106,-77.028557
8671,38.712982,-77.027000
8672,38.713192,-77.025685
8673,38.713051,-77.024422
8674,38.713054,-77.022590
8675,38.713045,-77.021499
8676,38.713061,-77.020118
8677,38.713212,-77.018738
8678,38.713450,-77.017195
8679,38.713351,-77.015569
8680,38.713130,-77.014454
8681,38.713365,-77.012630
8682,38.713340,-77.011144
8683,38.713282,-77.009982
8684,38.713540,-77.008296
8685,38.713330,-77.006991
8686,38.713508,-77.005903
8687,38.713114,-77.004384
8688,38.713445,-77.003088
8689,38.713320,-77.001321
8690,38.713128,-77.000170
8691,38.713171,-76.998723
8692,38.713054,-76.996884
8693,38.713542,-76.995469
8694,38.713533,-76.994477
8695,38.713186,-76.993125
8696,38.713281,-76.991604
8697,38.713126,-76.990191
8698,38.713442,-76.988420
8699,38.713115,-76.987411
8700,38.713453,-76.985547
8701,38.713279,-76.984374
8702,38.713191,-76.982770
8703,38.713188,-76.981488
8704,38.713392,-76.979806
8705,38.713299,-76.978750
8706,38.713166,-76.977219
8707,38.713312,-76.975542
8708,38.713432,-76.974474
8709,38.713418,-76.972687
8710,38.713340,-76.971236
8711,38.713183,-76.970213
8712,38.713189,-76.968655
8713,38.713466,-76.967275
8714,38.713508,-76.965735
8715,38.713264,-76.964100
8716,38.713014,-76.963104
8717,38.713137,-76.961752
8718,38.713173,-76.960161
8719,38.713283,-76.958428
8720,38.713304,-76.956993
8721,38.713512,-76.955572
8722,38.713152,-76.954620
8723,38.713172,-76.952811
8724,38.713317,-76.951635
8725,38.713513,-76.950065
8726,38.713204,-76.948487
8727,38.713081,-76.947056
8728,38.713114,-76.945859
8729,38.713537,-76.944614
8730,38.713187,-76.942857
8731,38.713540,-76.941689
8732,38.713197,-76.939883
8733,38.713141,-76.938421
8734,38.713521,-76.937193
8735,38.713310,-76.935997
8736,38.713489,-76.934177
8737,38.713443,-76.933116
8738,38.713158,-76.931686
8739,38.713387,-76.930405
8740,38.713301,-76.928886
8741,38.713417,-76.927457
8742,38.713526,-76.925772
8743,38.712988,-76.924430
8744,38.713369,-76.923240
8745,38.713514,-76.921415
8746,38.713502,-76.920377
8747,38.713046,-76.918823
8748,38.713291,-76.917555
8749,38.713509,-76.916022
8750,38.713067,-76.914550
8751,38.713530,-76.913172
8752,38.713489,-76.911659
8753,38.713494,-76.910025
8754,38.713126,-76.908573
8755,38.713348,-76.907242
8756,38.713005,-76.905920
8757,38.713344,-76.904685
8758,38.713347,-76.902888
8759,38.712992,-76.901626
8760,38.713432,-76.900003
8761,38.713445,-76.898949
8762,38.713231,-76.897393
8763,38.713307,-76.895997
8764,38.713162,-76.894692
8765,38.713244,-76.893311
8766,38.713497,-76.891581
8767,38.713004,-76.890088
8768,38.713377,-76.888633
8769,38.713441,-76.887141
8770,38.713013,-76.885718
8771,38.713187,-76.884451
8772,38.713353,-76.883370
8773,38.712992,-76.881884
8774,38.713466,-76.880444
8775,38.713051,-76.878943
8776,38.713160,-76.877316
8777,38.713517,-76.876200
8778,38.712993,-76.874671
8779,38.713529,-76.873023
8780,38.713048,-76.871469
8781,38.713413,-76.870265
8782,38.713335,-76.869092
8783,38.713544,-76.867198
8784,38.713091,-76.866177
8785,38.713332,-76.864665
8786,38.713065,-76.862997
8787,38.713078,-76.861603
8788,38.713320,-76.860482
8789,38.713392,-76.858675
8790,38.713425,-76.857541
8791,38.713388,-76.855761
8792,38.713178,-76.854377
8793,38.713353,-76.853339
8794,38.713111,-76.851939
8795,38.713342,-76.850171
8796,38.713230,-76.848786
8797,38.713086,-76.847461
8798,38.713324,-76.846333
8799,38.713185,-76.844638
8800,38.713373,-76.842973
8801,38.713452,-76.841611
8802,38.713106,-76.840503
8803,38.713221,-76.838917
8804,38.713532,-76.837513
8805,38.713030,-76.836327
8806,38.713534,-76.834904
8807,38.713084,-76.833158
8808,38.713427,-76.832010
8809,38.713266,-76.830563
8810,38.713464,-76.829011
8811,38.713034,-76.827522
8812,38.713066,-76.826320
8813,38.713345,-76.824409
8814,38.713537,-76.823399
8815,38.713526,-76.821714
8816,38.713338,-76.820571
8817,38.713029,-76.818760
8818,38.713357,-76.817344
8819,38.713225,-76.815995
